,username,retweet_or_quote_screen_name,type
2558,RamonaRanae,1,P
2559,jadalaur,1,P
2560,Grannnyfrannny,1,P
2563,ediiitthh,1,P
2565,DevinCCraig,1,P
2566,itslexiiicx,1,P
2567,vrosetr,1,P
2568,nanseelazo,1,P
2569,ReadSomeMoore,1,P
2574,baileyleanneg,1,P
2579,OlgaBodrug,1,P
2580,rbacher,1,P
2581,attn,1,OI
2582,AMWADoctors,1,OI
2585,katmontalvo,1,P
2586,alinaruizz,1,P
2587,delaneywhitwort,1,P
2588,AmyWaer,1,P
2590,NEHgov,1,OI
2594,rachnavara,1,P
2597,jquast,1,P
2599,InterSciFellows,1,OI
2600,ashlynmillerr,1,P
2602,SarahChristineH,1,P
2603,profgabrielle,1,P
2604,seniorbowl,1,OI
2605,emokidsloveme,1,P
2606,allimceach,1,P
2608,SerjEpic,1,P
2609,NASApeople,1,OI
2616,reallyleann,1,P
2617,notsaracurrie,1,P
2618,sunnypjain,1,P
2620,McdevittMelanie,1,P
2622,melnhodges,1,P
2626,AaronTheRealMVP,1,P
2627,gapyearassn,1,P
2634,katkaimanaa,1,P
2639,urecanchc,1,OI
2641,sportsiren,1,P
2643,MarkRober,1,P
2644,fiuchue,1,P
2645,weRnative,1,OI
2646,SmithsonianNMAI,1,OI
2647,HodaAndJenna,1,OI
2649,DEAHOUSTONDiv,1,OI
2651,ajplus,1,OI
2652,williamjardell,1,P
2653,ThePhodografur,1,P
2656,oscartgmz,1,P
2658,PieperWesley,1,P
2660,lahdessoo,1,P
2663,cindyfdzz,1,P
2665,ryanwainerdi,1,P
2666,Interpearsonal,1,OI
2670,samonaizah,1,P
2674,lauradevain,1,P
2677,possefoundation,1,OI
2680,TheAthleticWNBA,1,OI
2682,andyellwood,1,P
2683,ConnerWeigman,1,P
2684,TIPHtweets,1,OI
2690,DavidPaulKHOU,1,P
2693,EricSanten,1,P
2695,camlongoria,1,P
2697,CBSSportsHQ,1,OI
2701,brandyannpena,1,P
2702,claranellist,1,P
2706,annaliesacf,1,P
2708,annavallll,1,P
2719,PhotoboxxMe,1,P
2720,JamesWallington,1,P
2723,FinfrockDMC,1,OI
2725,smithgillarch,1,P
2727,ajimmywidmer,1,P
2728,HoustonOEM,1,OI
2729,healthhashtags,1,OI
2730,MedumoInc,1,OI
2731,CBSThisMorning,1,OI
2732,Drsforamerica,1,OI
2734,techinsider,1,OI
2735,GECarrino,1,OI
2738,ACLgov,1,OI
2739,MedicareMeddler,1,OI
2740,USDAFoodSafety,1,OI
2741,MinorityHealth,1,OI
2742,SLawrenceMPH,1,P
2743,CDCTobaccoFree,1,OI
2744,VeteransHealth,1,OI
2745,Inc,1,OI
2747,PLOSPathogens,1,OI
2749,georgepbush,1,P
2750,AAMCtoday,1,OI
2751,ChronMed,1,OI
2754,AcadofInventors,1,OI
2757,ChemicalScience,1,OI
2758,undarkmag,1,OI
2761,FrontMedicine,1,OI
2762,DropItAndDrive,1,OI
2763,HealthPolicyTMC,1,OI
2764,oaactionallianc,1,OI
2768,DrHossainMM,1,P
2769,TMCGlobalHealth,1,OI
2770,HudumaLtd,1,OI
2771,SmokeFreeFdn,1,OI
2772,JessicaNewcomb,1,P
2775,ConnieAssiff,1,P
2776,katierosekirsch,1,P
2777,LaurenAnneWise,1,P
2778,APHAStudents,1,OI
2780,SEHealthEcon,1,OI
2781,pahowho,1,OI
2782,TADrugSafety,1,OI
2786,DriversofHealth,1,OI
2787,HHSPopAffairs,1,OI
2789,MedicalCareLWW,1,OI
2790,nurturelybaby,1,P
2791,josefflo,1,P
2795,AmericanCancer,1,OI
2796,NEjournalonline,1,OI
2797,WjtaylorBill,1,P
2798,gennielynn,1,P
2799,Samanthacsntos,1,P
2800,georgiawalk,1,P
2803,DHSBlueCampaign,1,OI
2804,samhsagov,1,OI
2805,AACNursing,1,OI
2808,WMHDay,1,OI
2809,PSUNursing,1,OI
2810,BrazosTransit,1,OI
2812,thehowdycop,1,P
2816,GrandPrairiePD,1,P
2818,nikholster,1,P
2819,ScottysHouse,1,OI
2820,WacoPolice,1,OI
2821,StarTribune,1,OI
2824,BrazosCoSheriff,1,P
2825,northeasternpd,1,OI
2826,danishjmk,1,P
2827,TheGuySergio,1,P
2828,HoustonForensic,1,OI
2829,VictimResearch,1,OI
2831,lifetimetv,1,OI
2834,CDCDirector,1,OI
2837,NAMICommunicate,1,OI
2839,FDATobacco,1,OI
2840,TheHeartTruth,1,OI
2841,MentalHealthAm,1,OI
2843,CDCDiabetes,1,OI
2844,TheAtlantic,1,OI
2845,AcademicMinute,1,OI
2846,TheLancet,1,OI
2849,HDMmagazine,1,OI
2851,therealautoblog,1,OI
2853,BagherLab,1,OI
2854,SpaceX,1,OI
2857,texvet,1,OI
2860,EMedCoach,1,OI
2863,PublicHealthMin,1,OI
2867,stacyaustin,1,P
2870,LandscapeMgmt,1,OI
2871,KaitKeithh,1,P
2873,EdCowsar,1,P
2874,HowdyClub,1,P
2876,WhyNotFresh,1,OI
2877,rabbimattr,1,P
2879,patrickrmcginty,1,P
2881,VeronicaDagher,1,P
2882,evanslibrary,1,P
2883,RaileyKayBrown,1,P
2886,KyleBiggio,1,P
2887,MVPenergy,1,P
2890,StudentBonfire,1,OI
2891,collegecolors,1,OI
2892,WittKieffer,1,P
2893,Philanthropy,1,OI
2896,LoneStarFolio,1,OI
2897,TroyMachir,1,P
2899,CasonSchmit,1,P
2904,Shailyric,1,P
2907,RodneySpringISD,1,OI
2908,GyulMeetsWorld,1,P
2909,NoTillFarmr,1,OI
2911,DugBegley,1,P
2914,TarletonMCIS,1,OI
2917,LosAlamosNatLab,1,OI
2919,Battelle,1,OI
2920,RepRWilliams,1,P
2921,HBCUEndowment,1,OI
2925,DrTonyEdwards,1,P
2927,Amcoehs,1,I
2934,alisynhargett,1,P
2935,FluGov,1,OI
2936,workmovesuite,1,OI
2937,FrontPubHealth,1,OI
2938,BTGresearch,1,OI
2939,RepCuellar,1,P
2940,piemikey,1,P
2941,healthplans,1,OI
2942,KennethThorpe,1,P
2945,AACPharmacy,1,OI
2946,pharmscitech,1,OI
2948,HidalgoCounty,1,OI
2949,DrAmirKhanGP,1,P
2950,Getkidsstanding,1,OI
2951,DrMattShow,1,OI
2952,AMJPublicHealth,1,OI
2954,ZArealestate,1,OI
2957,justinbmoorephd,1,P
2958,NatZimmelman,1,P
2959,LisaMerklPR,1,P
2961,TweetNPA,1,C
2963,mainlinehealth,1,OI
2964,deanfierro,1,P
2966,FEMAspox,1,OI
2968,CPFgrants,1,OI
2969,RescueKleberg,1,P
2971,SWMedFoundation,1,OI
2972,mikeshaub,1,P
2973,SchweitzerASF,1,P
2974,realajar,1,P
2977,marielruizwx,1,P
2979,hamsterkaren,1,P
2980,hsabryanpr,1,P
2983,HJDCapital,1,P
2984,ScottMuri,1,P
2986,KlebergBank,1,P
2987,wzanereynolds,1,P
2989,hollinden,1,P
2990,HeritageAuction,1,OI
2991,AmericaAppeal,1,OI
2992,joykirsch,1,P
2993,HouseSpecialPDX,1,OI
2994,BrenhamISD,1,OI
3000,SharLeMieux,1,P
3001,MITPolice,1,OI
3003,BAFFellows,1,OI
3004,GradeAFresh,1,OI
3005,ArchRecord,1,OI
3006,ClimatePower,1,OI
3007,billmckibben,1,P
3008,ABCNational,1,OI
3009,siggraph,1,OI
3010,GoCanvas,1,OI
3011,NatureSacred,1,OI
3012,ArupThoughts,1,OI
3014,kiewit,1,P
3015,ClimateDesk,1,OI
3016,WAbikes,1,OI
3017,PlanningMag,1,OI
3018,newgeography,1,OI
3023,urbandata,1,OI
3024,DodgeData,1,OI
3025,JulieWoodgate,1,P
3026,ClimateCentral,1,OI
3027,alstonconstruct,1,OI
3031,LitchfieldBldrs,1,OI
3032,AIAAustin,1,OI
3033,JMacArch,1,OI
3034,pubarch,1,OI
3035,BecParkertoo,1,P
3037,dezeenjobs,1,OI
3038,LawsocIIUM,1,OI
3039,grbj,1,OI
3040,AustenParrish,1,P
3041,BrettBusby,1,P
3042,sbagen,1,P
3043,ciprmaurer,1,P
3045,WNicholsonPrice,1,P
3046,profabartow,1,P
3047,SpicyIP,1,OI
3050,LeadershipNatur,1,OI
3051,EnergyLawProf,1,P
3052,AMorrisReports,1,P
3053,HRenewedHope,1,P
3054,gwlawenviro,1,OI
3055,FordhamLRev,1,OI
3056,SpirosMargaris,1,P
3057,latimesopinion,1,P
3058,marcelacfvieira,1,P
3059,LawxStyleSummit,1,OI
3060,CameronCushman,1,P
3061,TECHFortWorth,1,OI
3064,BrianNewCBS,1,OI
3066,UCDavisLRev,1,OI
3068,SpenceEnergyUT,1,OI
3069,WestAcademic,1,OI
3072,ShaneDPhillips,1,P
3073,bcWORKSHOP,1,OI
3074,mbtwdesign,1,OI
3075,WillSandyDesign,1,OI
3076,justcoachit,1,P
3077,meredythgrange,1,P
3080,twdb,1,OI
3081,russellmanthy,1,P
3083,Bechtel,1,OI
3084,CharlieGarbutt,1,P
3086,RethinkInterior,1,OI
3088,indiegamelover,1,OI
3089,oscarthinks,1,P
3090,JMJanzen,1,P
3091,ibigroup,1,OI
3092,AustinCML,1,OI
3093,leagueofcities,1,OI
3094,CallisonRTKL,1,OI
3095,ConstructionGL,1,OI
3099,albertojaspe,1,P
3100,WACommunity,1,OI
3103,DCRPcarolina,1,OI
3104,MattBergPhD,1,P
3106,jimdmurphy,1,P
3107,contractmag,1,OI
3108,DallasADEX,1,OIO
3109,CannonDesign,1,OI
3111,PatrickInNYC,1,OI
3112,guardianeco,1,OI
3113,WillHodgesCMC,1,P
3114,CadenceMcShane,1,P
3116,ginasue,1,P
3117,ManhattanBuild,1,OI
3120,CorganInc,1,OI
3121,FAITHandFORM,1,OI
3122,engadgetgaming,1,OI
3124,LudiciousFest,1,OI
3125,HDRarchitecture,1,OI
3127,Wspunner,1,OI
3128,SierraClub,1,OI
3129,EvansCowley,1,P
3130,BACprogram,1,OI
3131,methodarchpllc,1,OI
3132,lwpclothing,1,OI
3133,healinggarden,1,P
3135,cnupublicsquare,1,OI
3137,ReaganRecruits,1,OI
3138,StructureTone,1,OI
3139,GeoAdaptive,1,OI
3140,bweisslaw,1,OI
3141,StetsonLRev,1,OI
3142,CureStartsNow,1,OI
3143,mawthelaw,1,OI
3147,jerseyfinance,1,OI
3148,auwclEnvLaw,1,OI
3150,TechSavvyLaw,1,OI
3152,melodymlanier,1,P
3154,LinkedInImpact,1,OI
3155,CVHReports,1,OI
3157,wendydavis,1,P
3158,CassSunstein,1,P
3159,JScottNishimura,1,P
3160,vanessarangers,1,P
3161,JohnAFlood,1,P
3162,acslaw,1,OI
3164,DuquesneLaw,1,OI
3165,ChadGallman,1,P
3166,blackprelawconf,1,OI
3167,JudgeClayJ,1,P
3168,Gepettopizza,1,OI
3169,EINPresswirePR,1,OI
3170,Wilmaswish,1,P
3171,scholasticahq,1,OI
3172,HispanicOutlook,1,OI
3174,ABABarServices,1,OI
3175,wfaajdouglas,1,P
3176,JoelBurns,1,P
3177,whartonknows,1,OI
3178,photosbylesko,1,OI
3184,Mikeatkyle,1,P
3186,BudKennedy,1,P
3187,NYPDHighway,1,OI
3188,jayobtv,1,P
3190,noellebellow,1,P
3191,kkschiller,1,P
3193,TexAppOrg,1,OI
3194,KarmaKitchenDFW,1,OI
3196,wallernikki,1,P
3197,martzietay,1,P
3198,thomsonreuters,1,OI
3200,bombayfood,1,OI
3201,Starbucks,1,OI
3202,BAMcCown,1,OI
3204,dodrummond,1,P
3205,MayfestFW,1,OI
3207,justuswendell,1,OI
3208,NBCDFWWeather,1,OI
3209,jamesearlrudder,1,P
3210,DeanVischer,1,P
3212,AppellateWatch,1,OI
3213,TaveDoty,1,P
3214,AberdeenUniLaw,1,OI
3215,ScottCarlsonMN,1,P
3216,AtlantaFed,1,OI
3217,prettyprabhu,1,P
3218,mindyjiang,1,P
3219,OgierGroup,1,OI
3220,AlabamaStateBar,1,OI
3222,LockeLord,1,OI
3223,LSULawCenter,1,OI
3225,ThemisBar,1,OI
3227,USAmbMongolia,1,OI
3229,DallasBarAssoc,1,OI
3232,WaterintheWest,1,OI
3234,oclack,1,P
3235,Rhetoricked,1,P
3237,chelskgood,1,P
3238,aglawpaul,1,P
3239,TechLawLibrary,1,OI
3240,KyleVelte,1,P
3241,jrobertsuhlc,1,P
3242,BahaiChair,1,OI
3243,ProfessorKBruce,1,P
3245,PropertyLawProf,1,P
3246,SMUTsaiCenter,1,OI
3249,LegalWritePub,1,OI
3251,ProfSeanOConnor,1,P
3252,alexkreit,1,P
3254,fiulaw,1,OI
3255,LexisNexis,1,OI
3257,mitchwhitten,1,P
3259,ssjhackathon,1,OI
3261,TLTVinTarrant,1,OI
3263,NicoleKnoxLaw,1,OI
3267,WaterWired,1,OI
3268,jdebeer,1,P
3269,ICCIPresident,1,OI
3270,TAFoodBank,1,OI
3272,HeinOnline,1,OI
3273,RonColeman,1,P
3274,LegalTalkNet,1,OI
3277,benfortworth,1,P
3278,JoinPaladin,1,OI
