,username,in_reply_to_screen_name,type
519,hirxcane,2,P
521,petrichorlauren,2,P
522,scubydubyduu,2,P
523,bargainsuperman,2,P
524,Bvvre,2,P
525,CelinaxMichelle,2,P
528,GCTBarbara,2,P
531,jlhmyers,2,P
532,lindzeelovely,2,P
534,kellimgilliam,2,P
535,susancotterag,2,P
536,exponentialvet,2,P
537,HABRITweets,2,OI
538,spotdvm,2,P
540,OxbowAH,2,OI
541,MickeysSliders,2,P
542,cvxbrian,2,P
544,Twitter,2,OI
546,sportravacademy,2,OI
548,annietweetz,2,P
550,BryanPolice,2,OI
553,becomemydestiny,2,P
554,Ademide,2,P
555,tbcarey,2,P
558,fernandopalomo,2,P
562,ShineyAllen,2,P
563,kearradancie,2,P
566,isaaactrevino,2,P
567,stevvannoying,2,P
569,CourtneyRKramer,2,P
572,markjguerrero,2,P
575,snickerhorse,2,P
577,Baylor,2,OI
579,Whataburger,2,OI
580,mayaclaypool,2,P
581,BEvansBabyGirl,2,P
584,JettReinhardt,2,P
585,SavannahFrankss,2,P
588,JillGrimesMD,2,P
590,kimiller,2,P
592,SchmittElisa,2,P
593,KeepersDad,2,P
596,itsnotsaraii,2,P
597,taitelyn,2,P
599,torigsmith,2,P
600,Joshwoos,2,P
601,okaytany,2,P
603,sassyfordayss,2,P
605,llcoolcel,2,P
610,codyrako,2,P
612,KelsiEarly,2,P
614,lessonsinfifth,2,P
618,AbbyLizzie,2,P
619,DeCluitt,2,P
622,alinanicholee,2,P
627,AbishaiCazarez,2,P
629,KarrieP,2,P
632,abbyygarzaa,2,P
634,fatimacaldera,2,P
636,GrrrbichJR,2,P
641,ThePhodografur,2,OI
642,marydixson,2,OI
643,CaptainKAMcLeod,2,OI
644,djonesthicc,2,P
645,cheftai,2,P
654,TexasExes,2,OI
656,kierkelard,2,P
659,tracygmurphy,2,P
660,Uptainit,2,P
663,averyelisevc,2,P
667,TriggerLoop,2,P
669,HoustonDash,2,OI
672,JackieKohlmaier,2,P
673,AaronDFordNV,2,P
681,jiwooeunice,2,P
683,veronicasbailey,2,P
685,dianecbarnes,2,P
687,katelynnashmore,2,P
690,sarahhhperez,2,P
694,AlmanzarPhD,2,P
696,VannettaChapman,2,P
697,WCAMC,2,OI
699,BushKenna,2,P
709,verneshahazel,2,P
710,ilissanolan,2,P
712,sydneyylittle,2,P
713,kristenmadisonn,2,P
719,MergioSadrigal,2,P
720,TamekaLatt,2,P
722,AshaWinfield,2,P
723,realJohnHaile,2,P
724,alexanddrrraaaa,2,P
726,KendalLacagnina,2,P
733,vrosetr,2,P
735,ashleytowerz,2,P
736,TheSECU,2,OI
737,emokidsloveme,2,P
739,sophiasigh,2,P
743,kalnextdoor,2,P
746,brynnburger,2,OI
747,TaylorTumMusic,2,P
748,HanksCross,2,P
749,EricSanten,2,P
754,baileyleanneg,2,P
755,okanboke,2,P
756,sarahjarzombek,2,P
757,jadalaur,2,P
758,kailynwilliamss,2,P
759,GigsandSwigs,2,P
760,BrokenLegge,2,P
764,msahmedtech,2,P
768,desaisuchi,2,P
769,nateckearney,2,P
770,notsaracurrie,2,P
771,lifewithdburch,2,P
772,nanseelazo,2,P
776,sarahneufeldt,2,P
777,TraceyAddington,2,P
782,marilougeee,2,P
791,colisurf,2,P
792,exSHELLsior,2,P
795,mroueeee,2,P
798,Thesammymarie,2,P
799,subailey,2,P
800,chibbsahoy,2,P
802,beverlyalford,2,P
807,PhilipTGolden,2,P
810,MrsJEstrada,2,P
811,TexAgsRadio,2,OI
814,kloielynn,2,P
817,jquast,2,P
821,CabCollege,2,OI
830,advisercardenas,2,P
832,itslexiiicx,2,P
835,natalieeeannne,2,P
836,sethmptx,2,P
837,lexxoxomarie,2,P
839,cherrybombjulz,2,P
840,katmontalvo,2,P
841,vadersyoungone,2,P
843,aglifesciences,2,P
844,ItsTheBigK,2,P
845,TyChumbley,2,P
847,caseredoxlab,2,P
848,Vguilfoil,2,P
852,EdEssiet,2,P
853,ReadSomeMoore,2,P
854,yeetpaige,2,P
861,TeddieAndritsos,2,P
862,BrinnaGallego,2,P
864,sofiologyyyy,2,P
866,LearnLoudly,1,P
867,ashleyannkolb,1,P
869,FlorinaErbeli,1,P
870,MadyGregory,1,P
875,graysonawesome,1,P
880,OlgaBodrug,1,P
881,ambrinareed,1,P
882,schlxmpedvannah,1,P
883,TexanCoach,1,P
884,Christophespx,1,P
886,jillmburkey,1,P
889,EmperorMatimus,1,P
890,AddisonBlissett,1,P
894,BrandonLookfong,1,P
896,vivianaagarza,1,P
897,dumdumdarsha,1,P
898,makaylajewell,1,P
901,CSandelOfficial,1,P
904,gullyblanchard,1,P
908,KANMRadio,1,I
909,PamelaPlotkin,1,P
911,andycartr,1,P
912,DeMauriaz,1,P
916,preswirebaugh,1,P
919,vaneTLG,1,P
921,Smooovguy,1,P
922,wdaghri,1,P
923,RGrassau,1,P
924,SirOmgmypoppit,1,P
925,TraditionsWA,1,P
926,aaligarz,1,P
927,averycaryy,1,P
930,hernameizdrea,1,P
935,ShelbyUggen,1,P
937,cosettetx,1,P
940,KinerdMccain,1,P
942,mosesgza,1,P
944,ApgarDeveloper,1,P
946,vazquezwendyy,1,P
947,lauvldz,1,P
948,caroangers,1,P
949,lermster,1,P
950,robbieguerreroo,1,P
952,itsruqaiyah,1,P
953,katninooo,1,P
954,ChillMilan,1,P
957,yikesLex,1,P
962,JoseRaulDiaz,1,P
963,kamdeanna,1,P
965,souruwu,1,P
969,kenedipope,1,P
972,markwooldrik,1,P
974,SumBumSZN,1,P
975,StacyBenge,1,P
976,CAVillavisencio,1,P
979,schnett,1,P
980,simplyysoniaa,1,P
981,lledank,1,P
982,jenniferkoneil,1,P
984,TorresKaylee,1,P
985,funtasticmath,1,P
992,maryclaireeliz,1,P
993,HowardMSknights,1,P
994,Fuzzaldrin,1,P
995,alyssamontoyaa,1,P
996,pethdoodles,1,P
997,stephanieerojas,1,P
998,MarjaMPili,1,P
1000,lilsebastiannn,1,P
1008,AndrewThomasxc,1,P
1009,arealaaa,1,P
1010,janeenkenya,1,P
1011,SaraLilNutt,1,P
1012,LinnetteRobin,1,P
1013,sydneyjoroberts,1,P
1014,ezbuckschuck,1,P
1015,supllx,1,P
1017,ZachriaNick,1,P
1018,officialabbymae,1,P
1019,DylanRGoldberg,1,P
1020,SassyKassiee,1,P
1022,nortonroyal,1,P
1023,mollydooling,1,P
1024,lordeivan,1,P
1030,HowkDavid,1,P
1032,ObiShonKenobi,1,P
1033,RachaelBeardd,1,P
1036,ughclarissa,1,P
1038,cambriaautwell,1,P
1040,mayasbap,1,P
1044,PoulomyC,1,P
1045,mscarrhasclass,1,P
1046,emilyote,1,P
1048,McKenzeeez,1,P
1049,elisechelms,1,P
1050,michellejonika,1,P
1051,kimprobablynot,1,P
1052,KailaRonayne,1,P
1053,eriickuhh,1,P
1059,IsThatTali,1,P
1061,stephatkins,1,P
1068,codydeanewing,1,P
1072,CaitlinMClark,1,P
1073,ajandclem,1,P
1074,christellharper,1,P
1075,mggPhD,1,P
1076,howdyimkrys,1,P
1077,bellagolemi,1,P
1078,thewriterflo,1,P
1081,EPECBulldogs,1,P
1085,lenamontez,1,P
1087,Lonestarfanatic,1,P
1090,JaredOliphint,1,P
1091,LawrennnW,1,P
1092,jagvocut,1,P
1093,maryrcpa,1,P
1099,alorabuzz,1,P
1101,shelbsly,1,P
1103,PaigieLy,1,P
1104,OkayButLikeWhy,1,P
1105,citizenmeagan,1,P
1106,cosmodots,1,P
1108,WynnePayton,1,P
1113,Kaitzacek,1,P
1115,karrleighh,1,P
1116,JEffeberger,1,P
1117,lacymdunn,1,P
1126,cswishr,1,P
1127,kaylaraston,1,P
1130,jeffreyworthen,1,P
1132,sunnyjwray,1,P
1135,brittlynnjenae,1,P
1137,kinsleymoore,1,P
1139,brokearrowbv,1,P
1140,jresclovon,1,P
1142,meganxgomez,1,P
1143,matthortenstine,1,P
1146,jessicakbeadle,1,P
1147,mangonotmegs,1,P
1148,InBWeTrust,1,P
1150,rnjhousewright,1,P
1151,thaisoliveroc,1,P
1153,hannahbcz,1,P
1158,ktbugmiller,1,P
1160,thegaytraveler,1,P
1164,thatssoboss,1,P
1165,RealMarcusGC,1,P
1167,BledsoeKensi,1,P
1169,ashlynflorence,1,P
1170,reallykylie,1,P
1172,BeesonBryce,1,P
1173,mattisonclayy,1,P
1175,aggibell,1,P
1177,GriffithLyndsey,1,P
1179,ameerahakhtar,1,P
1180,BohemianDeviant,1,P
1181,reginaduongg,1,P
1182,laniemancuso,1,P
1183,thisisnatan,1,P
1187,cassidybryantt,1,P
1188,marielyrebollar,1,P
1189,christyhweather,1,P
1190,MultipleMomma,1,P
1191,PadawanGary,1,P
1192,KendallNell,1,P
1195,tmweinholzer,1,P
1196,LarryVire,1,P
1197,cassmcwha,1,P
1198,jamoskadoosh,1,P
1199,KingPinson,1,P
1201,kellyeastes,1,P
1203,emelyynolazco,1,P
1204,RlexanderAachel,1,P
1205,dentoncountyags,1,P
1206,kjgreenwade,1,P
1208,ccarring,1,P
1210,TressTalley,1,P
1211,ajpoore,1,P
1212,TexasLandLender,1,P
1215,DouglasPils,1,P
1217,willbking,1,P
1218,AmaliaCochranMD,1,P
1220,jessicaNmays,1,P
1221,clairewimberly,1,P
1222,shaeblaz,1,P
1223,kurtquistador,1,P
1224,CaitShields,1,P
1227,landrickabaugh,1,P
1233,eringivilancz,1,P
1235,BaileeMarsh,1,P
1238,baileyghamilton,1,P
1240,yactx,1,P
1242,katherinepearll,1,P
1246,haleysnavv,1,P
1247,jetfornorway,1,P
1249,hollandbankston,1,P
1252,maddmins,1,P
1254,staciaarenaee,1,P
1256,emmahrice,1,P
1258,graceyogle,1,P
1259,kldkaitlyn,1,P
1260,runsinpink,1,P
1261,cheesymackk,1,P
1262,leahmalstrom,1,P
1264,KBurbules,1,P
1269,mramosr,1,P
1273,imjmrprsh,1,P
1274,HaleyyWalker,1,P
1279,SnackMerritt,1,P
1281,cheyenneshill,1,P
1284,fluterful,1,P
1288,lacielizabethhh,1,P
1289,ErinBronstad,1,P
1292,ryantmartinez,1,P
1296,TimothyCPowers,1,P
1298,danieeelgarza,1,P
1299,davidjpham,1,P
1301,unnatinarang,1,P
1305,ashleighslatt,1,P
1308,LOnyemeh,1,P
1310,ClaraWietbrock,1,P
1311,MeganDonald,1,P
1317,SmarterMost,1,P
1321,hannahkatpena,1,P
1322,baileyshayorr,1,P
1324,msclaudiaserran,1,P
1326,TaylorTulloch,1,P
1329,jenmacgraham,1,P
1330,KendallLeaaa,1,P
1331,SWhigam,1,P
1333,daniburleson,1,P
1338,HollyPaigePatt,1,P
1340,rickytikistop,1,P
1351,isdianaokay,1,P
1353,kariinacaldas,1,P
1355,jamelmelhtx,1,P
1357,AshlynnMarieee,1,P
1358,EdwardBroussard,1,P
1359,SherriRamirez,1,P
1361,brittanyygtz,1,P
1362,PaigeDowdy,1,P
1364,teemaction,1,P
1365,DOICareers,1,P
1366,CitizenHays,1,P
1367,CameronScribs,1,P
1368,huevosrancheroz,1,P
1370,spencergnauck,1,P
1371,goodedann,1,P
1372,aubreyastuart,1,P
1375,janetsvargass,1,P
1377,TheAverageBrian,1,P
1378,notminda,1,P
1379,goldenkissyz,1,P
1380,callynwalton,1,P
1381,Jayeshfaraday,1,P
1382,snowglobetay,1,P
1384,adaezemariexo,1,P
1386,deathcabforqtz,1,P
1389,xvicentegnzx,1,P
1391,Shinergaldarby,1,P
1393,prettygymcuchie,1,P
1395,slaphappymom,1,P
1396,goldenarianaa,1,P
1397,StorrarJohnPaul,1,P
1401,KingNahomie,1,P
1403,alainakings,1,P
1404,slowtotweet,1,P
1405,mikayleesupak,1,P
1406,wtrmelnsgrhigh,1,P
1408,notaveryhugs,1,P
1409,grinningxbobcat,1,P
1410,GUCCILAWD,1,P
1411,fuckbhpagain,1,P
1412,Emeelinnn,1,P
1413,muahnaat,1,P
1415,lauralizpepper,1,P
1416,clynfitzpatrick,1,P
1417,morgaanpaige,1,P
1421,pipermerritt,1,P
1424,ashlxync,1,P
1425,TheBustedFlush,1,P
1427,skbroughton,1,P
1429,lilbittyleah,1,P
1431,SchneidMommy,1,P
1432,wendyzimmerer,1,P
1437,kslepley,1,P
1438,mariaxlenaa,1,P
1441,FrankCahuasqui,1,P
1442,alliecatpopeck,1,P
1443,TheLizGonzales,1,P
1447,beckywillsftwtx,1,P
1448,kdibrom,1,P
1449,buggorlsteff,1,P
1450,bengigger,1,P
1453,mkmayner,1,P
1455,megynelizabethh,1,P
1456,amberdendy,1,P
1458,endtermino,1,P
1459,RanReeves,1,P
1461,croynewell,1,P
1462,alaysharonding,1,P
1464,Abbrewskii,1,P
1466,javajenn,1,P
1467,ShaydaNazifpour,1,P
1469,VetCompanionDVM,1,P
1470,smolka,1,P
1472,dhsscitech,1,P
1474,Klodeko,1,P
1475,soarfdn,1,P
1476,OurPetsHealth,1,P
1478,TVMA,1,P
1480,aminagemella,1,P
1483,westieholic,1,P
1484,LairmoreDVMDean,1,P
1485,zomedica,1,P
1486,SaucedoNatalie,1,P
1487,BabelBark,1,P
1489,tehallier,1,P
1492,PhoenixMercury,1,P
1493,ThatLionLady,1,P
1494,ColvardAustin,1,P
1496,drcindybarnes,1,P
1497,AAVMC,1,OI
1499,flexsizzle,1,P
1500,gucciariela,1,P
1503,dcphendrick,1,P
1504,AmieNapierMD,1,P
1505,lauratargac,1,P
1506,CarrNjc,1,P
1514,NiceIyDone,1,P
1518,antoniopcph,1,P
1520,rbkhsl,1,P
1521,elisaggonzalez,1,P
1522,Christyyyyy,1,P
1524,PiaRucinski,1,P
1526,BarrettSallee,1,P
1528,gayyylefish,1,P
1529,OneBandwagonFan,1,P
1530,bitchingwithbec,1,P
1531,DemolitionRanch,1,P
1534,eemilychaney,1,P
1535,AbbyCollida,1,P
1536,golatschen,1,P
1538,texanjumper,1,P
1541,NWSHouston,1,OI
1547,MattNesloney,1,P
1548,CostellosCosmos,1,P
1549,danielsilvertx,1,P
1550,danbechina,1,P
1552,LisaRNNRGRL,1,P
1554,cinzimmer,1,P
1560,Karecheverriaa,1,P
1561,RebWarRN,1,P
1563,Jillypoobritt,1,P
1564,SunSandSeaGurl,1,P
1565,sidelineshenan,1,P
1568,RickySealsJones,1,P
1571,LasAnyaaaa,1,P
1575,kmklawinsky,1,P
1577,ShakoryCreative,1,P
1578,wutsthesecret,1,P
1582,CandyCakesTV,1,P
1583,maryleighmeyer,1,P
1587,mvonschantz,1,P
1588,PeterHotez,1,P
1590,AldineHR,1,OI
1591,TechNinjaTodd,1,P
1592,jstenjoythslife,1,P
1593,nicolalritter,1,P
1594,rayisaacalan,1,P
1596,IndieRebel,1,P
1599,cshepperd,1,P
1600,AlvinISD,1,P
1601,StMikeBCS,1,P
1602,BrianFLeDuc,1,P
1603,BryanFD,1,P
1604,McREL,1,P
1606,eduhokom,1,P
1607,InfinityCords,1,P
1610,danacotto,1,P
1612,DeanJAlexander,1,P
1613,shannoncarrrr,1,P
1614,JScobeeRodgers,1,P
1616,peyckelm,1,P
1617,LuisPonjuanPhD,1,P
1620,madelinerwalker,1,P
1622,AbiOxley,1,P
1623,Bobbiedanielle,1,P
1625,davidfait,1,P
1627,SmithCassie,1,P
1629,BushSchool,1,OI
1632,JustCallMeKourt,1,P
1633,madiraddie,1,P
1634,tinadoanv,1,P
1635,SayvonJL,1,P
1636,karestiah,1,P
1639,thememoryworker,1,P
1640,TripleEntendre,1,P
1641,jhanviipatel,1,P
1642,JenBRochon,1,P
1643,JoeyRobots,1,P
1646,vgonlin,1,P
1648,hillaryeross,1,P
1650,FearlessMichell,1,P
1652,eeerehs,1,P
1654,carmenalisa,1,P
1658,BCAMC,1,OI
1659,lwpclothing,1,P
1662,GigemNorthgate,1,P
1668,DavidGarciaXO,1,P
1671,CoachERussell,1,P
1673,lindawanice,1,P
1676,BleacherReport,1,P
1677,JackBednarzWx,1,P
1678,Buccaneers,1,P
1679,SportsCenter,1,OI
1680,PeterBurnsESPN,1,OI
1681,TwitterSports,1,OI
1684,MrsGOchoa,1,P
1686,Ravens,1,P
1687,BarstoolBigCat,1,P
1691,OleMissSports,1,P
1693,robinahumphrey,1,P
1694,INSAINabou,1,P
1695,ReedRowdies,1,P
1696,Broncos,1,P
1697,nyjets,1,P
1699,Browns,1,P
1700,Probuckkiller,1,P
1702,TheJhamonAusbon,1,P
1703,SkullSparks,1,P
1704,giese,1,P
1707,RyanMcColley,1,P
1708,lilianveraa,1,P
1709,MsJessicaBCE,1,P
1710,reganmray,1,P
1711,OTHSeducation,1,P
1714,BrendanBartanen,1,P
1716,susangkillam,1,P
1717,tannerparkerr,1,P
1718,DrLeannSmith,1,P
1719,drmegpatterson,1,P
1720,brisamiroslava,1,P
1724,DrLizetteOjeda,1,P
1728,FCBayernUS,1,OI
1730,TimboHite,1,P
1731,BobRunsGolfs,1,P
1733,ALthekow,1,P
1734,MrPicoBoulevard,1,P
1740,MichaelWHarlan,1,P
1741,AndrewWilsonWX,1,P
1743,KafiGirl,1,P
1744,WarehouseAtCC,1,P
1748,carolinegoggans,1,P
1753,miahiill,1,P
1755,geeeooorrrgia,1,P
1756,Andrealbonilla,1,P
1758,katherynerosas,1,P
1764,tuopinionescaca,1,P
1766,ashlynnwessels,1,P
1767,AlijaSharma,1,P
1768,jasoncandy,1,P
1769,spaceymcgeek,1,P
1771,RyCRodriguez,1,P
1774,PaigeeBrowne,1,P
1776,isabelleorrtz,1,P
1778,MKronch,1,P
1782,MrScottHendrix,1,P
1784,TexAgAviator,1,P
1785,hectortuguero,1,P
1786,TwardJK,1,P
1788,addynblake,1,P
1789,Skykamm,1,P
1792,DrewDudney,1,P
1796,royboy,1,P
1797,themfweeknd,1,P
1798,ChelsPinto,1,P
1800,AmyKlink,1,P
1804,joshuajbortz,1,P
1805,rosiedwight,1,P
1807,VirtualAdamG,1,P
1810,zoeharrigan,1,P
1812,julissssssssa,1,P
1815,zoeetripp,1,P
1825,iivveeyy,1,P
1826,santiagoecab,1,P
1828,adrianahuertap,1,P
1832,DOPEitsEleg,1,P
1834,BisneyBrincess,1,P
1836,tonycrrn,1,P
1837,donowhodat,1,P
1838,BZimmerhanzel,1,P
1839,AidanSween,1,P
1840,ZandoniTweets,1,P
1846,RichOToole,1,P
1849,BonnCade,1,P
1851,Kayylagallegoos,1,P
1852,debcdube,1,P
1853,danidansher,1,P
1861,elChilenoCali,1,P
1867,AbeTooSuave,1,P
1873,alymicrod,1,P
1875,justwinph,1,P
1877,gregmillertime,1,P
1882,Wutaboutadam,1,P
1883,pkholli,1,P
1885,JeziorskiMady,1,P
1887,itsNyroc,1,P
1892,mrscourmier,1,P
1895,MMBerrey,1,P
1897,youngdonnyboy,1,P
1900,TXMedCenter,1,OI
1901,zoekampf,1,P
1902,dpiketx,1,P
1904,tedwueste,1,P
1906,hannahbeththomp,1,P
1907,KeepingUpWithQ,1,P
1908,MTarikYilmaz,1,P
1911,YoniFreedhoff,1,P
1912,NovsMo,1,P
1921,nikodaboin,1,P
1922,courtneystarky,1,P
1923,itsjustinmyrick,1,P
1924,blakehowerton,1,P
1925,bluushell,1,P
1926,NateArmendariz,1,P
1927,andievvna,1,P
1928,PeaceLoveCakes,1,P
1929,skinbymichelle,1,P
1930,YelyahPickett,1,P
1933,lizearth,1,P
1934,joeura,1,P
1937,SalArmyBCS,1,P
1938,jesspryles,1,P
1939,MeadowWoodSBISD,1,P
1940,maestermandy,1,P
1941,LanguagedorkJNS,1,P
1943,hunteratlaw,1,P
1945,slimeeeari,1,P
1947,emehlee,1,P
1948,mcwoodeshick,1,P
1949,BBQsnob,1,P
1951,joshstumblr,1,P
1952,cisnerosariana,1,P
1953,madelynphiIIips,1,P
1955,SUPERDUPERNAYA,1,P
1959,jannashepherd,1,P
1961,chloecannoteven,1,P
1962,heaaatther,1,P
1963,marcabrooke,1,P
1965,Beccasheadayy,1,P
1969,WeCameAsJanie,1,P
1970,browngrassman,1,P
1972,madabur,1,P
1977,thehomiejasso,1,P
1978,jjayceeml,1,P
1979,jdrinjak,1,P
1980,amishminny,1,P
1982,Buggaboomommy,1,P
1987,lisatinley,1,P
1988,ashleybannwart,1,P
1989,skologinczak,1,P
1994,notgreatatmath,1,P
1995,alejandracairor,1,P
1997,emmaverwin,1,P
1998,CassieGutierrez,1,P
2001,Lahgical,1,P
2005,DaOtherShip,1,P
2009,RamsNFL,1,P
2010,jenslame,1,P
2013,lizdelarosapena,1,P
2016,ashchavs,1,P
2017,AshleyLyrock,1,P
2019,deltanth,1,P
2023,chiinabllygrl,1,P
2024,bethhhopkins,1,P
2025,tonytunechii,1,P
2026,sofiaxmora,1,P
2027,thehaleighc,1,P
2029,jrdnrdmn,1,P
2030,mackenzietaylrr,1,P
2032,MrsLAinsworth,1,P
2033,fridavguzman,1,P
2036,xoxgloria,1,P
2037,AlissaBeebe,1,P
2040,liliyaks,1,P
2043,DrBenEvans,1,P
2044,maryloubliss,1,P
2047,StephEVBrown,1,P
2048,DanRodimer,1,P
2049,kristenmaraisss,1,P
2053,haileyalviso,1,P
2054,raisofsunshine,1,P
2055,alisssareneee,1,P
2056,ashelynava,1,P
2058,shaikhshack,1,P
2061,litzygrza,1,P
2062,MrsBburgsclass,1,P
2065,DaniVanHawaiian,1,P
2068,JonBumann,1,P
2069,claireekenesson,1,P
2070,MondragonRachel,1,P
2071,crystalpsmith,1,P
2072,Carlsonics,1,P
2074,GoldieStandard,1,P
2075,wpnick,1,P
2076,johnsirman,1,P
2079,rossmcmullin,1,P
2080,bsharbaugh,1,P
2081,usnews,1,OI
2083,PieperWesley,1,P
2086,mygummybearz,1,P
2087,collegemediacon,1,OI
2088,mbmarklein,1,P
2089,michaelsmartpr,1,P
2090,VLBenning,1,P
2091,OGFJ,1,OI
2092,JamesStewartNYT,1,P
2093,urielalessandro,1,P
2094,JudgeClayJ,1,P
2096,cindyfdzz,1,P
2097,FoxNews,1,OI
2098,TheLeadCNN,1,P
2100,cesmithGW,1,P
2101,biggamerjub,1,P
2102,dallasnews,1,P
2103,lahdessoo,1,P
2104,karentravers,1,P
2106,TomCeaserEZ,1,P
2107,JBVdubya,1,P
2108,jbwoodmansee,1,P
2109,KnownAsScar,1,P
2110,SondraKayWhite,1,P
2111,rogerstxlaw,1,P
2113,ambermbriggs,1,P
2115,ConstitJeff,1,P
2116,andreseder,1,P
2117,ShelbyMontana,1,P
2118,Shadowriver,1,P
2120,gradschoolmatch,1,P
2124,lauradevain,1,P
2125,BudKennedy,1,P
2126,bentoboxtexas,1,P
2128,godzillotweets,1,P
2129,juanitaproctor,1,P
2130,rfstagni,1,P
2133,JusticeWillett,1,P
2136,ouprelawsociety,1,P
2137,martzietay,1,P
2139,Repositorian,1,P
2142,texanmonalisa,1,P
2143,WallStreetAg,1,P
2144,McKfrecs,1,P
2145,aTexanAbroad,1,P
2146,MalindaNorman,1,P
2147,alicekorngold,1,P
2148,SaltLawOrg,1,P
2150,AmianneB,1,P
2151,markburge,1,P
2153,grbj,1,P
2154,jcelpub,1,P
2155,InfluentialMelo,1,P
2156,baisically,1,P
2158,NTenney,1,P
2159,ShellyGoll,1,P
2160,WaltTheMoreno,1,P
2161,AnthonyMKreis,1,P
2164,wkeithrobinson,1,P
2165,SNGSOCI,1,P
2166,Olatinwoabdulwa,1,P
2170,BrettBusby,1,P
2173,VHCInitiative,1,OI
2175,meaganelmurphy,1,P
2176,Lexkarlyssa,1,P
2178,SteveCostelloIP,1,P
2179,ClintonWoods,1,P
2181,ProfessorGriggs,1,P
2182,JohnWShawLaw,1,P
2184,mayceenorvell,1,P
2185,champrose,1,P
2187,oclack,1,P
2188,tccprelaw,1,P
2189,samonaizah,1,P
2191,kokesuthan,1,P
2194,AndrewRumbach,1,P
2196,PatriotSkyrific,1,P
2197,MarcelLeJeune,1,P
2198,ksilverkelly,1,P
2199,Ahdieology,1,P
2200,ScottKingField,1,P
2203,jamesmpuckett,1,P
2204,gracielectric,1,P
2205,JayKollsKSTP,1,P
2206,mkeneally,1,P
2207,titlelawyerjoe,1,P
2208,ShopABA,1,P
2210,maddierkleinnn,1,P
2213,SmithforJustice,1,P
2214,rkgwork,1,P
2215,TxWesCareerServ,1,OI
2217,engeehill,1,P
2219,Georgeeemery,1,P
2220,lotlzrd,1,P
2222,FWFamilyChiro,1,P
2223,ablakeyy,1,P
2225,KONSTANTLAW,1,P
2227,sphude,1,P
2228,AmberSisemore,1,P
2230,HarteResearch,1,P
2231,lindsayaellis,1,P
2232,JavelinaNation,1,P
2233,lindalemoon,1,P
2234,TarletonPrez,1,P
2236,GregWHartman,1,P
2237,miliminni,1,P
2240,Grillocracy,1,P
2241,NBBQA,1,OI
2242,EaterHouston,1,OI
2243,TEEXSafety,1,OI
2245,PVAMUresearch,1,OI
2246,OneTexasForAll,1,OI
2247,almadams,1,P
2249,NailKyle,1,P
2250,MWMillertime,1,P
2251,marielruizwx,1,P
2252,patrickrmcginty,1,P
2255,BrownGSamantha,1,P
2257,Tungwoso,1,P
2258,TXStateUnivSyst,1,P
2259,LemanHWall,1,P
2260,Mugdown,1,P
2261,CatalenaHatters,1,P
2262,LandscapeMgmt,1,P
2263,TeagueSharon,1,P
2266,gregfenves,1,P
2267,TwitterSupport,1,OI
2269,tinymwriter,1,P
2270,gdinges,1,P
2273,EcoMorphLab,1,P
2274,hannahdinhd,1,P
2275,NPR,1,OI
2276,keratx,1,P
2277,scottkoegler,1,P
2279,cbcurran,1,P
2280,fredcantu,1,P
2281,NBCNews,1,OI
2284,FastCompany,1,P
2286,latinoculture,1,P
2287,joeyguerra,1,P
2288,Krayolas,1,P
2289,christopherwynn,1,P
2292,BlinnCollege,1,P
2294,jbelasco,1,P
2295,txamiu,1,P
2299,johnwenzel,1,P
2300,erinudell,1,P
2302,agomezArt,1,P
2303,MusicRow,1,OI
2304,themusicninja,1,OI
2306,mscopas,1,P
2307,linndseybatess,1,P
2308,PriyaLArun,1,P
2309,AHappierDay,1,P
2310,stcjaguars,1,P
2311,kbkimbrel,1,P
2315,omarkhamza,1,P
2316,kyleleedixon,1,P
2317,NancyWDickey,1,P
2318,possefoundation,1,OI
2321,PSUNursing,1,OI
2322,MNieweglowski,1,P
2324,CNN,1,OI
2325,BrianLegate,1,P
2327,BrazosCountyDA,1,OI
2328,southtexasisdhp,1,OI
2330,mrssgrz,1,P
2331,Texasaliveteam,1,OI
2332,CGYjoshlewis,1,P
2333,wowtimesfour,1,P
2335,laurrenmarrie,1,P
2336,dejjjjaah,1,P
2337,taypaigeyoung,1,P
2338,MsKlohnELAR,1,P
2341,BrazosValleyEDC,1,OI
2343,urlocaldogsitta,1,P
2346,michaelwclapp,1,P
2348,miagfinch,1,P
2349,clgilcrease,1,P
2350,MedumoInc,1,P
2353,NSCsafety,1,OI
2354,MethodistHosp,1,OI
2355,mirandainez,1,P
2357,KBtx,1,OI
2362,MSCPrograms,1,OI
2363,AnnesGotClass,1,P
2364,michaelsola,1,P
2366,NIAAAnews,1,OI
2367,NORCSBIRT,1,OI
2370,statnews,1,OI
2373,xtianpauly,1,P
2375,StopTXSuicides,1,OI
2377,treystegall,1,P
2379,GraweRyan,1,P
2380,MykaelHaney,1,P
2385,txextension,1,I
2387,MikaylaChilds,1,P
2388,STHCatholic,1,OI
2391,HarrellMary,1,P
2398,ispeakforyou,1,P
2399,raydollasignn,1,P
2400,daxkies,1,P
2404,nickjthorn,1,P
2408,kayleecogbill,1,P
2409,PFF,1,OI
2411,GronesAllen,1,P
2412,HayleyWielgus,1,P
2418,qcait,1,P
2419,SEConCBS,1,P
2421,allimceach,1,P
2423,AnicetusCarba,1,P
2424,savsmindspace,1,P
2430,mxrbz,1,P
2432,chaoticfag,1,P
2434,amillllyyy,1,P
